DATUM_VORSTOSS_EINGANG;NR_LEGISLATUR;GRG_NR;VORSTOSS_BEZEICHNUNG;VORSTOSSART_BEZEICHNUNG;VORSTOSSART_CODE;Sachbegriffe_GRGEKO_1;Sachbegriffe_GRGEKO_2;Sachbegriffe_GRGEKO_3;Thema_1;Thema_2;Thema_3;VORSTOESSER_IN_1;PARTEI_BEZEICHNUNG_1;PARTEI_CODE_1;VORSTOESSER_IN_2;PARTEI_BEZEICHNUNG_2;PARTEI_CODE_2;VORSTOESSER_IN_3;PARTEI_BEZEICHNUNG_3;PARTEI_CODE_3;VORSTOESSER_IN_4;PARTEI_BEZEICHNUNG_4;PARTEI_CODE_4;VORSTOESSER_IN_5;PARTEI_BEZEICHNUNG_5;PARTEI_CODE_5;VORSTOESSER_IN_6;PARTEI_BEZEICHNUNG_6;PARTEI_CODE_6;VORSTOESSER_IN_7;PARTEI_BEZEICHNUNG_7;PARTEI_CODE_7;VORSTOESSER_IN_8;PARTEI_BEZEICHNUNG_8;PARTEI_CODE_8;VORSTOESSER_IN_9;PARTEI_BEZEICHNUNG_9;PARTEI_CODE_9;VORSTOESSER_IN_10;PARTEI_BEZEICHNUNG_10;PARTEI_CODE_10;BEANTWORTUNG_REGIERUNGSRAT;DATUM_BESCHLUSS_GR;BESCHLUSS_GR;BESCHLUSS_GR_CODE;VORLAEUFIGE_UNTERSTUETZUNG;ERLEDIGUNG_GR;DATUM_BEANTWORTUNG_REGIERUNGSRAT
12.09.2018;0271/2016-2020/GR;271;Denkmalpflege und Baufachnormen;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Toni Kappeler;GP;5;Mathias Tschanen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
12.09.2018;0271/2016-2020/GR;271;Denkmalpflege und Baufachnormen;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Toni Kappeler;GP;5;Mathias Tschanen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;10.09.2019;pendent;pendent;5;;;
12.09.2018;0272/2016-2020/GR;272;Für einen Denkmalschutz mit Augenmass und besserer Koordination mit den raumplanerischen Zielen;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Manuel Strupler;SVP;1;Pascal Schmid;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
12.09.2018;0272/2016-2020/GR;272;Für einen Denkmalschutz mit Augenmass und besserer Koordination mit den raumplanerischen Zielen;Motion;2;45.2 Heimatschutz;;;Raumplanungs- und Wohnungswesen;Umwelt;;Manuel Strupler;SVP;1;Pascal Schmid;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;10.09.2019;23.10.2019;erheblich;1;;;
12.09.2018;0275/2016-2020/GR;275;Behindertengleichstellung beim öffentlichen Verkehr;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Jakob Auer;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.11.2008;;;;;;
01.10.2018;0278/2016-2020/GR;278;Handlungsbedarf bei der Polizei?;Interpellation;4;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Stephan Tobler;SVP;1;Pascal Schmid;SVP;1;Gottfried Möckli;SVP;1;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
01.10.2018;0278/2016-2020/GR;278;Handlungsbedarf bei der Polizei?;Interpellation;4;55.1 Polizeikorps / interkantonale Zusammenarbeit;;;Sicherheitspolitik;;;Stephan Tobler;SVP;1;Pascal Schmid;SVP;1;Gottfried Möckli;SVP;1;;;;;;;;;;;;;;;;;;;;;;17.09.2019;pendent;pendent;5;;;
01.10.2018;0279/2016-2020/GR;279;Wohin fliessen die Gelder aus dem Postauto Subventionsbetrug?;Einfache Anfrage;5;74.1 Strassenverkehr, öffentlicher Verkehr auf Strassen;;;Verkehr;;;Cornelia Hasler;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.11.2018;;;;;;
24.10.2018;0282/2016-2020/GR;282;Vereinbarkeit von Familie und Beruf - notwendiger Handlungsbedarf im Kanton Thurgau;Motion;2;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Katharina Bünter;CVP;3;Alban Imeri;SP;4;Dominik Diezi;CVP;3; Brigitte Kaufmann;FDP;2;Stefan Leuthold;glp;6;Elisabeth Rickenbach;EVP;7;Sabina Peter;CVP;3;Maja Bodenmann;CVP;3;Marina Bruggmann;SP;4;;;;pendent;pendent;pendent am 1.1.2019;5;;;
24.10.2018;0282/2016-2020/GR;282;Vereinbarkeit von Familie und Beruf - notwendiger Handlungsbedarf im Kanton Thurgau;Motion;2;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Katharina Bünter;CVP;3;Alban Imeri;SP;4;Dominik Diezi;CVP;3;Brigitte Kaufmann;FDP;2;Stefan Leuthold;glp;6;Elisabeth Rickenbach;EVP;7;Sabina Peter Köstli;CVP;3;Maja Bodenmann;CVP;3;Marina Bruggmann;SP;4;;;;05.03.2019;24.04.2019;erheblich;1;;;
24.10.2018;0284/2016-2020/GR;284;Zeitvorsorge im Kanton TG;Interpellation;4;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Alban Imeri;SP;4;Hanspeter Heeb;glp;6;Sabina Peter Köstli;CVP;3;Jacob Auer;SP;4;;;;;;;;;;;;;;;;;;;28.05.2019;06.11.2019;;;;;
24.10.2018;0284/2016-2020/GR;284;Zeitvorsorge im Kanton TG;Interpellation;4;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Alban Imeri;SP;4;Hanspeter Heeb;glp;6;Sabina Peter;CVP;3;Jakob Auer;SP;4;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
24.10.2018;0283/2016-2020/GR;283;Konzept zum Umgang mit Wasserknappheit, Trockenheit, zu den entsprechenden Konflikten und Versorgungsproblemen, sowie mögliche Lösungsansätze und Finanzierungsmodelle;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Josef Gemperle;CVP;3;Franz Eugster;CVP;3;Kilian Imhof;CVP;3;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
24.10.2018;0283/2016-2020/GR;283;Konzept zum Umgang mit Wasserknappheit, Trockenheit, zu den entsprechenden Konflikten und Versorgungsproblemen, sowie mögliche Lösungsansätze und Finanzierungsmodelle;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;72.1 Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer;;;Raumplanungs- und Wohnungswesen;Wirtschaft;;Josef Gemperle;CVP;3;Franz Eugster;CVP;3;Kilian Imhof;CVP;3;;;;;;;;;;;;;;;;;;;;;;14.05.2019;30.09.2019;nicht erheblich;2;;;
24.10.2018;0285/2016-2020/GR;285;Querfinanzierung von ungedeckten Pflegekosten auch im Kanton Thurgau?;Einfache Anfrage;5;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Sabina Peter;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.12.2018;;;;;;
24.10.2018;0286/2016-2020/GR;286;Fahrende im Thurgau, grenzenlose Freiheit auch gegenüber dem Gesetz?;Einfache Anfrage;5;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Egon Scherrer;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.12.2018;;;;;;
07.11.2018;0289/2016-2020/GR;289;Fragwürdige Pilotversuche mit Cannabis;Einfache Anfrage;5;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Andrea Vonlanthen;SVP;1;Reto Ammann;glp;6;Franz Eugster;CVP;3;Daniel Frischknecht;EDU;8;Hansjörg Haller;EVP;7;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
07.11.2018;0289/2016-2020/GR;289;Fragwürdige Pilotversuche mit Cannabis;Einfache Anfrage;5;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Andrea Vonlanthen;SVP;1;Reto Ammann;glp;6;Franz Eugster;CVP;3;Daniel Frischknecht;EDU;8;Hans-Jörg Haller;EVP;7;;;;;;;;;;;;;;;;08.01.2019;;;;;;
21.11.2018;0291/2016-2020/GR;291;Jugendschutz auf E-Zigis und Co. ausweiten;Motion;2;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Elisabeth Rickenbach;EVP;7;Franz Eugster;CVP;3;Andrea Vonlanthen;SVP;1; Roland A. Huber;BDP;9;Barbara Dätwyler;SP;4;Ruth Kern;FDP;2;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
21.11.2018;0291/2016-2020/GR;291;Jugendschutz auf E-Zigis und Co. ausweiten;Motion;2;81.2 Heilmittel, Betäubungsmittel, Suchtprobleme;;;Gesundheit;;;Elisabeth Rickenbach;EVP;7;Franz Eugster;CVP;3;Andrea Vonlanthen;SVP;1;Roland A. Huber;BDP;9;Barbara Dätwyler;SP;4;Ruth Kern;FDP;2;;;;;;;;;;;;;19.11.2019;pendent;pendent;5;;;
21.11.2018;0294/2016-2020/GR;294;Digitalisierung Kantonale Verwaltung - Strategie der Regierung?;Einfache Anfrage;5;17.4 Kantonale Zentralverwaltung;;;Staatspolitik;;;Ueli Fisch;glp;6;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;21.01.2019;;;;;;
21.11.2018;0294/2016-2020/GR;294;Digitalisierung Kantonale Verwaltung - Strategie der Regierung?;Einfache Anfrage;5;17.4 Kantonale Zentralverwaltung;;;Staatspolitik;;;Ueli Fisch;glp;6;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
21.11.2018;0295/2016-2020/GR;295;Thurgauer Flüchtlingspolitik während der Nazi-Zeit - Ehrliche Aufarbeitung oder verdrängendes Schweigen?;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Daniel Frischknecht;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.01.2019;;;;;;
21.11.2018;0295/2016-2020/GR;295;Thurgauer Flüchtlingspolitik während der Nazi-Zeit - Ehrliche Aufarbeitung oder verdrängendes Schweigen?;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Daniel Frischknecht;EDU;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
21.11.2018;0292/2016-2020/GR;292;Regulierungsbremse;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Brigitte Kaufmann;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2019;18.12.2019;erheblich;1;;;
21.11.2018;0292/2016-2020/GR;292;Regulierungsbremse;Motion;2;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Brigitte Kaufmann;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2019;18.12.2019;;;;;
21.11.2018;0293/2016-2020/GR;293;Regulierungsfolgenabschätzung RFA;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Brigitte Kaufmann;FDP;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.10.2019;18.12.2019;nicht erheblich;2;;;
21.11.2018;0297/2016-2020/GR;297;Fürer-Kult auf Kosten der Allgemeinheit?;Einfache Anfrage;5;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Jost Rüegg;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
21.11.2018;0297/2016-2020/GR;297;Fürer-Kult auf Kosten der Allgemeinheit?;Einfache Anfrage;5;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Jost Rüegg;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.01.2019;;;;;;
21.11.2018;0292/2016-2020/GR;292;Regulierungsbremse;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Brigitte Kaufmann;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
21.11.2018;0293/2016-2020/GR;293;Regulierungsfolgenabschätzung RFA;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;13.1 Gebiet, Organisation, Reglemente, Verwaltung;;;Staatspolitik;;;Brigitte Kaufmann;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
21.11.2018;0296/2016-2020/GR;296;Armut im Kanton Thurgau;Einfache Anfrage;5;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Barbara Kern;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
21.11.2018;0296/2016-2020/GR;296;Armut im Kanton Thurgau;Einfache Anfrage;5;10.1 Kantonsverfassung und Staatsverträge;;;Staatspolitik;;;Barbara Kern;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.01.2019;;;;;;
05.12.2018;0298/2016-2020/GR;298;Konzept Büroräumlichkeiten Kantonale Verwaltung;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Roland A. Huber;BDP;9;Didi Feuerle;GP;5;Christian Mader;EDU;8;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
05.12.2018;0298/2016-2020/GR;298;Konzept Büroräumlichkeiten Kantonale Verwaltung;Antrag nach § 52 der Geschäftsordnung des Grossen Rates;7;81.0 Allgemeines, Organisation, Gesetz, Taxen;;;Gesundheit;;;Roland A. Huber;BDP;9;Didi Feuerle;GP;5;Christian Mader;EDU;8;;;;;;;;;;;;;;;;;;;;;;07.05.2019;19.06.2019;Rückzug;4;;;
05.12.2018;0303/2016-2020/GR;303;Das grosse Sterben der Insekten;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Marianne Sax;SP;4;Mathis Müller;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
05.12.2018;0303/2016-2020/GR;303;Das grosse Sterben der Insekten;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Marianne Sax;SP;4;Mathis Müller;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;21.01.2019;;;;;;
05.12.2018;0299/2016-2020/GR;299;Was tut der Kanton, damit die Eisenbahn-Fernverkehrs-Verbindung Frauenfeld-Weinfelden-Amriswil-Romanshorn langfristig beibehalten wird;Einfache Anfrage;5;74.2 Schienenverkehr, Bahnen, NEAT, Bahn 2000, Regional;;;Verkehr;;;David H. Bon;FDP;2;Martin Salvisberg;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
05.12.2018;0299/2016-2020/GR;299;Was tut der Kanton, damit die Eisenbahn-Fernverkehrs-Verbindung Frauenfeld-Weinfelden-Amriswil-Romanshorn langfristig beibehalten wird;Einfache Anfrage;5;74.2 Schienenverkehr, Bahnen, NEAT, Bahn 2000, Regional;;;Verkehr;;;David H. Bon;FDP;2;Martin Salvisberg;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;05.02.2019;;;;;;
05.12.2018;0301/2016-2020/GR;301;Bauabnahme vor Bezug;Einfache Anfrage;5;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Roland A. Huber;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.02.2019;;;;;;
05.12.2018;0301/2016-2020/GR;301;Bauabnahme vor Bezug;Einfache Anfrage;5;"70.2 Baugesetz; Planungen Hoch- und Tiefbau, Baulinien";;;Raumplanungs- und Wohnungswesen;;;Roland A. Huber;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
05.12.2018;0302/2016-2020/GR;302;Bedrohung der Bodenseefauna durch invasive Fischart;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Reto Lagler;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.02.2019;;;;;;
05.12.2018;0302/2016-2020/GR;302;Bedrohung der Bodenseefauna durch invasive Fischart;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Reto Lagler;CVP;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
05.12.2018;0300/2016-2020/GR;300;PH Thurgau: Ein blauer Brief und viele Fragen;Einfache Anfrage;5;41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule;;;Bildung;;;Peter Dransfeld;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
05.12.2018;0300/2016-2020/GR;300;PH Thurgau: Ein blauer Brief und viele Fragen;Einfache Anfrage;5;41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule;;;Bildung;;;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.01.2019;;;;;;
19.12.2018;0305/2016-2020/GR;305;Herzklinik: Rückblick und Ausblick;Interpellation;4;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Peter Dransfeld;GP;5;Ueli Fisch;glp;6;Josef Gemperle;CVP;3; Andreas Guhl;BDP;9;Hermann Lei;SVP;1;Jost Rüegg;GP;5;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
19.12.2018;0305/2016-2020/GR;305;Herzklinik: Rückblick und Ausblick;Interpellation;4;81.1 Berufe, Ausbildung, Schulen, Spitäler, Anstalten;;;Gesundheit;Beschäftigung und Arbeit ;Soziale Fragen;Peter Dransfeld;SP;4;Ueli Fisch;glp;6;Josef Gemperle;CVP;3;Andreas Guhl;BDP;9;Hermann Lei;SVP;1;Jost Rüegg;GP;5;;;;;;;;;;;;;10.12.2019;pendent;pendent;5;;;
19.12.2018;0306/2016-2020/GR;306;Entwicklungsschwerpunkt (ESP) Wil West: ein Leuchtturmprojekt ohne öffentliche Diskussion?;Interpellation;4;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Kurt Egger;GP;5;Josef Gemperle;CVP;3;Toni Kappeler;GP;5;Robert Meyer;glp;6;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent am 1.1.2019;5;;;
19.12.2018;0306/2016-2020/GR;306;Entwicklungsschwerpunkt (ESP) Wil West: ein Leuchtturmprojekt ohne öffentliche Diskussion?;Interpellation;4;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Kurt Egger;GP;5;Josef Gemperle;CVP;3;Toni Kappeler;GP;5;Robert Meyer;glp;6;;;;;;;;;;;;;;;;;;;17.12.2019;pendent;pendent;5;;;
19.12.2018;0309/2016-2020/GR;309;Arbeiten bis zur Ausreise;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Gina Rüetschi;GP;5;Didi Feuerle;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;12.02.2019;;;;;;
19.12.2018;0308/2016-2020/GR;308;Wirkungsvolle und transparente Finanzkontrolle;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.02.2019;;;;;;
19.12.2018;0308/2016-2020/GR;308;Wirkungsvolle und transparente Finanzkontrolle;Einfache Anfrage;5;61.1 Finanzhaushalt, Finanzverwaltung und -kontrolle;;;Finanzwesen;Staatspolitik;;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
19.12.2018;0309/2016-2020/GR;309;Arbeiten bis zur Ausreise;Einfache Anfrage;5;14.2 Niederlassung, Aufenthalt, Asyl;;;Staatspolitik;Migration;;Gina Rüetschi;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
19.12.2018;0307/2016-2020/GR;307;Versteckspiel hinter Klostermauern;Einfache Anfrage;5;43.2 Bibliotheken, Museen;;;Kultur;;;Peter Dransfeld;GP;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent am 1.1.2019;;;;;;
19.12.2018;0307/2016-2020/GR;307;Versteckspiel hinter Klostermauern;Einfache Anfrage;5;43.2 Bibliotheken, Museen;;;Kultur;;;Peter Dransfeld;SP;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.02.2019;;;;;;
09.01.2019;0314/2016-2020/GR;314;Missbrauch der ,ständigen Unternehmerliste' durch die Verwaltung?;Einfache Anfrage;5;17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege;;;Staatspolitik;Gerichtswesen;;Peter Schenk;EDU;8;Mathias Tschanen;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;26.02.2019;;;;;;
09.01.2019;0313/2016-2020/GR;313;Der Wolf kommt, was macht der Thurgau;Einfache Anfrage;5;92.2 Jagd und Vogelschutz;;;Landwirtschaft;;;Urs Schär;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.03.2019;;;;;;
09.01.2019;0311/2016-2020/GR;311;Kein MuKEn ohne verbindliche Regelung bei denkmalgeschützten Gebäuden;Einfache Anfrage;5;73.1 Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz;;;Energie;;;Hanspeter Gantenbein;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.03.2019;;;;;;
09.01.2019;0312/2016-2020/GR;312;Quo usque tandem abutere, virgam imperium, patientia nostra?;Einfache Anfrage;5;43.2 Bibliotheken, Museen;;;Kultur;;;Hermann Lei;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.02.2019;;;;;;
23.01.2019;0318/2016-2020/GR;318;Bodenwert anstelle Liegenschaftenwert besteuern;Motion;2;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Wolfgang Ackerknecht;EVP;7;Armin Eugster;CVP;3;Walter Marty;SVP;1;Andreas Guhl;BDP;9;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent;5;;;
23.01.2019;0320/2016-2020/GR;320;Gleichberechtigtes Arbeiten beim Kanton Thurgau, den Gerichten und selbstständigen Anstalten;Interpellation;4;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Edith Wohlfender;SP;4;Nina Schläfli;SP;4;Sonja Wiesmann Schätzle;SP;4;Marina Bruggmann;SP;4;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent;5;;;
23.01.2019;0319/2016-2020/GR;319;Austritt des Kantons Thurgau aus dem Salzregal;Motion;2;69.0 Salzregal;;;Wirtschaft;;;Lucas Orellano;glp;6;Ueli Fisch;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;19.02.2019;13.03.2019;nicht erheblich;2;;;
13.02.2019;0323/2016-2020/GR;323;Änderung des Gesetzes über die Alimenten-Bevorschussung;Motion;2;83.6 Familien- und Kinderzulagen;;;Sozialer Schutz;Soziale Fragen;;Cornelia Hasler-Roost;FDP;2;Roland Manser;FDP;2;Reto Ammann;glp;6;Sabina Peter Köstli;CVP;3;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;pendent;pendent;pendent;5;;;
13.02.2019;0324/2016-2020/GR;324;Pädagogische Hochschule Thurgau in der Krise;Interpellation;4;41.6 Hochschulen: Universitäten, Technika, Höhere Fachschule;;;Bildung;;;Peter Dransfeld;GP;4;Hermann Lei;SVP;1;Andrea Vonlanthen;SVP;1;Franz Eugster;CVP;3;;;;;;;;;;;;;;;;;;;13.02.2019;13.02.2019;Rückzug;4;;;
13.02.2019;0322/2016-2020/GR;322;Erhöhung der Steuerabzüge für Krankenkassenprämien;Parlamentarische Initiative;1;64.1 Staats- und Gemeindesteuern, allgemeine Organisation;;;Steuern;Finanzwesen;;Urs Martin;SVP;1;Pascal Schmid;SVP;1;Manuel Strupler;SVP;1;Stephan Tobler;SVP;1;;;;;;;;;;;;;;;;;;;;;;;03.07.2019;Rückzug;
27.02.2019;0327/2016-2020/GR;327;Der Teilzeitmann als Zukunftsmodell;Einfache Anfrage;5;17.7 Staatspersonal: einzelne Personalentscheide;;;Staatspolitik;Beschäftigung und Arbeit ;;Marina Bruggmann;SP;4;Nina Schläfli;SP;4;Sonja Wiesmann Schätzle;SP;4;Edith Wohlfender;SP;4;;;;;;;;;;;;;;;;;;;23.04.2019;;;;;;
27.02.2019;0328/2016-2020/GR;328;Klima-Notstand im Thurgau;Einfache Anfrage;5;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Ueli Fisch;glp;6;Kurt Egger;GP;5;Nina Schläfli;SP;4;;;;;;;;;;;;;;;;;;;;;;14.05.2019;;;;;;
27.02.2019;0329/2016-2020/GR;329;Neues Versorgungsmodell - Geburtshaus in St. Gallen!;Einfache Anfrage;5;83.2 Kranken- und Unfallversicherung, Vereinbarungen;;;Sozialer Schutz;Soziale Fragen;;Edith Wohlfender;SP;4;Barbara Dätwyler Weber;SP;4;Marina Bruggmann;SP;4;;;;;;;;;;;;;;;;;;;;;;09.04.2019;;;;;;
27.02.2019;0326/2016-2020/GR;326;Klimawandel stoppen statt verdrängen;Interpellation;4;81.4 Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall;;;Umwelt;Gesundheit;;Josef Gemperle;CVP;3;Elisabeth Rickenbach;EVP;7;;;;;;;;;;;;;;;;;;;;;;;;;14.05.2019;03.07.2019;;;;;
27.02.2019;0325/2016-2020/GR;325;Verkaufs- und Freisetzungsverbot im Kanton Thurgau für exotische Problempflanzen - Pflanzen, welche auf der schwarzen Liste der invasiven Neophyten der Schweiz stehen;Motion;2;91.5 Pflanzenanbau und -schutz, Rebkorporationen, Engerlingsfonds;;;Landwirtschaft;;;Paul Koch;SVP;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;pendent;pendent;pendent;5;;;
13.03.2019;0335/2016-2020/GR;335;Risiken der Axpo im Bereich des Handels und des Auslandes;Einfache Anfrage;5;95.4 EKT (und NOK);;;Energie;Staatspolitik;;Ueli Fisch;glp;6;Stefan Leuthold;glp;6;;;;;;;;;;;;;;;;;;;;;;;;;23.04.2019;;;;;;
