Jahr;Name;Vorname;Beruf;Ort;Bezirk;Fraktion;GR_Eintritt;Geb_Jahr;Partei;Geschlecht
2014;Theus-Hofmann;Gisela;Heilpädagogin;Kreuzlingen;Kreuzlingen;SP;2014;;SP;weiblich
2015;Theus-Hofmann;Gisela;Heilpädagogin;Kreuzlingen;Kreuzlingen;SP;2014;;SP;weiblich
2016;Theus-Hofmann;Gisela;Heilpädagogin;Kreuzlingen;Kreuzlingen;SP;2014;;SP;weiblich
2008;Thomann-Hablützel;Monika;Haus- und Geschäftsfrau, Hauswirtschaftslehrerin;Märwil;Münchwilen;SVP;2000;;SVP;weiblich
2008;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2013;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2014;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2015;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2016;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2017;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2018;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;;SP;weiblich
2009;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;1953;SP;weiblich
2010;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;1953;SP;weiblich
2011;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;1953;SP;weiblich
2012;Thorner-Dreher;Christa;Dozentin FH, Stadträtin;Frauenfeld;Frauenfeld;SP;2002;1953;SP;weiblich
2008;Tobler;Christoph;Dr. oec. HSG, Unternehmensberater;Arbon;Arbon;SVP;1984;;SVP;männlich
2009;Tobler;Christoph;Dr. oec. HSG, Unternehmensberater;Arbon;Arbon;SVP;1984;1952;SVP;männlich
2010;Tobler;Christoph;Dr. oec. HSG, Unternehmensberater;Arbon;Arbon;SVP;1984;1952;SVP;männlich
2011;Tobler;Christoph;Dr. oec. HSG, Unternehmensberater;Arbon;Arbon;SVP;1984;1952;SVP;männlich
2012;Tobler;Christoph;Dr. oec. HSG, Unternehmensberater;Arbon;Arbon;SVP;1984;1952;SVP;männlich
2008;Tobler;Stephan;Geschäftsleiter;Roggwil;Arbon;SVP;1996;;SVP;männlich
2009;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;1956;SVP;männlich
2010;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;1956;SVP;männlich
2011;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;1956;SVP;männlich
2012;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;1956;SVP;männlich
2013;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2014;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2015;Tobler;Stephan;Gemeindeammann;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2016;Tobler;Stephan;Gemeindepräsident;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2017;Tobler;Stephan;Gemeindepräsident;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2018;Tobler;Stephan;Gemeindepräsident;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2019;Tobler;Stephan;Gemeindepräsident;Neukirch (Egnach);Arbon;SVP;1996;;SVP;männlich
2020;Tobler;Stephan;Gemeindepräsident;Egnach;Arbon;SVP;1996;;SVP;männlich
2021;Tobler;Stephan;Gemeindepräsident;Egnach;Arbon;SVP;1996;;SVP;männlich
2013;Trachsel;Hans;Käsermeister,Betriebsleiter;Amriswil;Arbon;EDU/EVP;2012;;EDU;männlich
2014;Trachsel;Hans;Käsermeister;Amriswil;Arbon;EDU/EVP;2012;;EDU;männlich
2015;Trachsel;Hans;Käsermeister;Amriswil;Arbon;EDU/EVP;2012;;EDU;männlich
2016;Trachsel;Hans;Käsermeister;Amriswil;Arbon;EDU/EVP;2012;;EDU;männlich
2008;Tschanen;Christian;Bauunternehmer;Müllheim;Steckborn;SVP;2004;;SVP;männlich
2009;Tschanen;Christian;Bauunternehmer;Müllheim;Steckborn;SVP;2004;1946;SVP;männlich
2010;Tschanen;Christian;Bauunternehmer;Müllheim;Steckborn;SVP;2004;1946;SVP;männlich
2011;Tschanen;Christian;Bauunternehmer;Müllheim;Steckborn;SVP;2004;1946;SVP;männlich
2012;Tschanen;Christian;Bauunternehmer;Müllheim;Steckborn;SVP;2004;1946;SVP;männlich
2017;Tschanen;Mathias;Bauunternehmer;Müllheim;Frauenfeld;SVP;2016;;SVP;männlich
2018;Tschanen;Mathias;Bauunternehmer;Müllheim;Frauenfeld;SVP;2016;;SVP;männlich
2019;Tschanen;Mathias;Bauunternehmer;Müllheim;Frauenfeld;SVP;2016;;SVP;männlich
2020;Tschanen;Mathias;Bauunternehmer,dipl. Bauführer TS;Müllheim;Frauenfeld;SVP;2016;;SVP;männlich
2021;Tschanen;Mathias;Bauunternehmer,dipl. Bauführer TS;Müllheim;Frauenfeld;SVP;2016;;SVP;männlich
2013;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2014;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2015;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2016;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2017;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2018;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2019;Vetterli;Daniel;Landwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2020;Vetterli;Daniel;Meisterlandwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2021;Vetterli;Daniel;Meisterlandwirt;Rheinklingen;Frauenfeld;SVP;2008;;SVP;männlich
2009;Vetterli;Daniel;Landwirt;Rheinklingen;Steckborn;SVP;2008;1966;SVP;männlich
2010;Vetterli;Daniel;Landwirt;Rheinklingen;Steckborn;SVP;2008;1966;SVP;männlich
2011;Vetterli;Daniel;Landwirt;Rheinklingen;Steckborn;SVP;2008;1966;SVP;männlich
2012;Vetterli;Daniel;Landwirt;Rheinklingen;Steckborn;SVP;2008;1966;SVP;männlich
2013;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2014;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2015;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2016;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2017;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2018;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2019;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2020;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2021;Vietze;Kristiane;lic. oec. publ.,dipl. Wirtschaftsprüferin;Frauenfeld;Frauenfeld;FDP;2012;;FDP;weiblich
2020;Vogel;Simon;Elektroingenieur ZFH;Frauenfeld;Frauenfeld;GP;2020;;GP;männlich
2021;Vogel;Simon;Elektroingenieur ZFH;Frauenfeld;Frauenfeld;GP;2020;;GP;männlich
2008;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2009;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;1957;FDP;männlich
2010;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;1957;FDP;männlich
2011;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;1957;FDP;männlich
2012;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;1957;FDP;männlich
2013;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2014;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2015;Vögeli;Max;Gemeindeammann;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2016;Vögeli;Max;Gemeindepräsident;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2017;Vögeli;Max;Gemeindepräsident;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2018;Vögeli;Max;Gemeindepräsident;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2019;Vögeli;Max;Gemeindepräsident;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2020;Vögeli;Max;Stadtpräsident;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2021;Vögeli;Max;Stadtpräsident;Weinfelden;Weinfelden;FDP;1992;;FDP;männlich
2008;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;;SVP;männlich
2013;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;;SVP;männlich
2014;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;;SVP;männlich
2015;Vonlanthen;Andrea;Journalist;Arbon;Arbon;SVP;2000;;SVP;männlich
2016;Vonlanthen;Andrea;Journalist;Arbon;Arbon;SVP;2000;;SVP;männlich
2017;Vonlanthen;Andrea;Journalist;Arbon;Arbon;SVP;2000;;SVP;männlich
2018;Vonlanthen;Andrea;Journalist;Arbon;Arbon;SVP;2000;;SVP;männlich
2019;Vonlanthen;Andrea;Journalist;Arbon;Arbon;SVP;2000;;SVP;männlich
2009;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;1947;SVP;männlich
2010;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;1947;SVP;männlich
2011;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;1947;SVP;männlich
2012;Vonlanthen;Andrea;Chefredaktor;Arbon;Arbon;SVP;2000;1947;SVP;männlich
2020;Vonlanthen-Specker;Isabelle;Tierärztin, med.vet.;Balterswil;Münchwilen;GP;2020;;GP;weiblich
2021;Vonlanthen-Specker;Isabelle;Tierärztin, med.vet.;Balterswil;Münchwilen;GP;2020;;GP;weiblich
2013;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2014;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2015;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2016;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2017;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2018;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2019;Wägeli;Hans-Peter;Oenologe, Winzer;Buch b. Frauenfeld;Frauenfeld;SVP;2011;;SVP;männlich
2012;Wägeli;Hans-Peter;Oenologe, Winzer;Buch;Frauenfeld;SVP;2011;1953;SVP;männlich
2017;Walther;René;Gemeindepräsident;Landschlacht;Kreuzlingen;FDP;2016;;FDP;männlich
2018;Walther;René;Gemeindepräsident;Landschlacht;Kreuzlingen;FDP;2016;;FDP;männlich
2019;Walther;René;Gemeindepräsident;Landschlacht;Kreuzlingen;FDP;2016;;FDP;männlich
2020;Walther;René;Gemeindepräsident;Landschlacht;Kreuzlingen;FDP;2016;;FDP;männlich
2021;Walther;René;Gemeindepräsident;Landschlacht;Kreuzlingen;FDP;2016;;FDP;männlich
2008;Wälti;Bernhard;Arzt, Dr. med.;Freidorf;Arbon;SP;2005;;SP;männlich
2009;Wälti;Bernhard;Dr. med., Arzt;Freidorf;Arbon;SP;2005;1956;SP;männlich
2010;Wälti;Bernhard;Dr. med., Arzt;Freidorf;Arbon;SP;2005;1956;SP;männlich
2011;Wälti;Bernhard;Dr. med., Arzt;Freidorf;Arbon;SP;2005;1956;SP;männlich
2012;Wälti;Bernhard;Dr. med., Arzt;Freidorf;Arbon;SP;2005;1956;SP;männlich
2020;Wattinger;Ralph;Bereichsleiter Holzbau;Roggwil;Arbon;SVP;2020;;SVP;männlich
2021;Wattinger;Ralph;Bereichsleiter Holzbau;Roggwil;Arbon;SVP;2020;;SVP;männlich
2013;Weber;Monika;Immobilienmaklerin;Eschenz;Frauenfeld;CVP/glp;2010;;CVP;weiblich
2010;Weber;Monika;Hausfrau,Bankangestellte;Eschenz;Steckborn;CVP/glp;2010;1971;CVP;weiblich
2011;Weber;Monika;Hausfrau,Bankangestellte;Eschenz;Steckborn;CVP/glp;2010;1971;CVP;weiblich
2012;Weber;Monika;Immobilien-Maklerin;Eschenz;Steckborn;CVP/glp;2010;1971;CVP;weiblich
2008;Wehrle;Hanspeter;Bauingenieur HTL;Münchwilen;Münchwilen;FDP;1996;;FDP;männlich
2013;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;;FDP;männlich
2014;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;;FDP;männlich
2015;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;;FDP;männlich
2016;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;;FDP;männlich
2010;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;1949;FDP;männlich
2011;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;1949;FDP;männlich
2012;Wehrle;Hanspeter;dipl. Bauingenieur HTL;Münchwilen;Münchwilen;FDP;2010;1949;FDP;männlich
2008;Weibel;Willy;Sekundarlehrer;Balterswil;Münchwilen;CVP;2000;;CVP;männlich
2013;Weibel;Willy;Rentner;Balterswil;Münchwilen;CVP/glp;2000;;CVP;männlich
2014;Weibel;Willy;Rentner;Balterswil;Münchwilen;CVP/glp;2000;;CVP;männlich
2015;Weibel;Willy;Rentner;Balterswil;Münchwilen;CVP/glp;2000;;CVP;männlich
2016;Weibel;Willy;Rentner;Balterswil;Münchwilen;CVP/glp;2000;;CVP;männlich
2009;Weibel;Willy;Sekundarlehrer;Balterswil;Münchwilen;CVP/glp;2000;1947;CVP;männlich
2010;Weibel;Willy;Sekundarlehrer;Balterswil;Münchwilen;CVP/glp;2000;1947;CVP;männlich
2011;Weibel;Willy;Sekundarlehrer;Balterswil;Münchwilen;CVP/glp;2000;1947;CVP;männlich
2012;Weibel;Willy;Sekundarlehrer;Balterswil;Münchwilen;CVP/glp;2000;1947;CVP;männlich
2020;Weilenmann;Simon;Landwirt;Basadingen;Frauenfeld;GP;2020;;GP;männlich
2021;Weilenmann;Simon;Landwirt;Basadingen;Frauenfeld;GP;2020;;GP;männlich
2008;Wellauer;Albert;Landwirt, Transportunternehmer;Bissegg;Weinfelden;SVP;1992;;SVP;männlich
2008;Wendel;Heinz;Anlageberater;Weinfelden;Steckborn;SVP;1996;;SVP;männlich
2008;Widmer;Erika;Chemielaborantin;Diessenhofen;Diessenhofen;SVP;2004;;SVP;weiblich
2009;Widmer;Erika;Chemielaborantin;Diessenhofen;Diessenhofen;SVP;2004;1959;SVP;weiblich
2010;Widmer;Erika;Chemielaborantin;Diessenhofen;Diessenhofen;SVP;2004;1959;SVP;weiblich
2011;Widmer;Erika;Chemielaborantin;Diessenhofen;Diessenhofen;SVP;2004;1959;SVP;weiblich
2012;Widmer;Erika;Chemielaborantin;Diessenhofen;Diessenhofen;SVP;2004;1959;SVP;weiblich
2013;Wiesli;Jürg;Bio-Verantw. Lebensmittelrecht, Bäcker-Konditor-Meister;Dozwil;Arbon;CVP/glp;2012;;glp;männlich
2014;Wiesli;Jürg;Bio-Verantw. Lebensmittelrecht, Bäcker-Konditor-Meister;Dozwil;Arbon;SVP;2012;;SVP;männlich
2015;Wiesli;Jürg;Bio-Verantw. Lebensmittelrecht, Bäcker-Konditor-Meister;Dozwil;Arbon;SVP;2012;;SVP;männlich
2016;Wiesli;Jürg;Bio-Verantw. Lebensmittelrecht, Bäcker-Konditor-Meister;Dozwil;Arbon;SVP;2012;;SVP;männlich
2017;Wiesli;Jürg;Fachexperte Lebensmittelrecht;Dozwil;Arbon;SVP;2012;;SVP;männlich
2018;Wiesli;Jürg;Fachexperte Lebensmittelrecht;Dozwil;Arbon;SVP;2012;;SVP;männlich
2019;Wiesli;Jürg;Fachexperte Lebensmittelrecht;Dozwil;Arbon;SVP;2012;;SVP;männlich
2020;Wiesli;Jürg;Fachexperte Lebensmittelrecht, Bäcker-Konditor Meister;Dozwil;Arbon;SVP;2012;;SVP;männlich
2021;Wiesli;Jürg;Fachexperte Lebensmittelrecht, Bäcker-Konditor Meister;Dozwil;Arbon;SVP;2012;;SVP;männlich
2008;Wiesmann Schätzle;Sonja;Bauführerin;Sirnach;Münchwilen;SP;2005;;SP;weiblich
2009;Wiesmann Schätzle;Sonja;Gemeindeammann;Sirnach;Münchwilen;SP;2005;1966;SP;weiblich
2013;Wiesmann Schätzle;Sonja;Gemeindeammann;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2014;Wiesmann Schätzle;Sonja;Gemeindeammann;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2015;Wiesmann Schätzle;Sonja;Gemeindeammann;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2016;Wiesmann Schätzle;Sonja;Gemeindepräsidentin;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2017;Wiesmann Schätzle;Sonja;Gemeindepräsidentin;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2018;Wiesmann Schätzle;Sonja;Gemeindepräsidentin;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2019;Wiesmann Schätzle;Sonja;Gemeindepräsidentin;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2020;Wiesmann Schätzle;Sonja;Gemeindepräsidentin;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2021;Wiesmann Schätzle;Sonja;Gemeindepräsidentin;Wigoltingen;Weinfelden;SP;2005;;SP;weiblich
2010;Wiesmann Schätzle;Sonja;Gemeindeammann;Wigoltingen;Münchwilen;SP;2005;1966;SP;weiblich
2011;Wiesmann Schätzle;Sonja;Gemeindeammann;Wigoltingen;Münchwilen;SP;2005;1966;SP;weiblich
2012;Wiesmann Schätzle;Sonja;Gemeindeammann;Wigoltingen;Münchwilen;SP;2005;1966;SP;weiblich
2008;Wildberger;Peter;Dr. med., Arzt;Frauenfeld;Frauenfeld;GP;1984;;GP;männlich
2009;Wildberger;Peter;Dr. med., Arzt;Frauenfeld;Frauenfeld;GP;1984;1946;GP;männlich
2008;Willi-Castelberg;Erica;Umweltwissenschafterin NDS;Arbon;Arbon;SP;1996;;SP;weiblich
2008;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;;GP;weiblich
2009;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;1953;GP;weiblich
2010;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;1953;GP;weiblich
2011;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;1953;GP;weiblich
2012;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;1953;GP;weiblich
2013;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;;GP;weiblich
2014;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;;GP;weiblich
2015;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;;GP;weiblich
2016;Winiger;Katharina;lic. phil. II;Frauenfeld;Frauenfeld;GP;2004;;GP;weiblich
2013;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2014;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2015;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2016;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2017;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2018;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2019;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2020;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2021;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;;SVP;männlich
2009;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;1963;SVP;männlich
2010;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;1963;SVP;männlich
2011;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;1963;SVP;männlich
2012;Wirth;Andreas;Schulpräsident;Frauenfeld;Frauenfeld;SVP;2008;1963;SVP;männlich
2008;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Bischofszell;EVP/EDU;2000;;EDU;männlich
2013;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Weinfelden;EDU/EVP;2000;;EDU;männlich
2014;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Weinfelden;EDU/EVP;2000;;EDU;männlich
2015;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Weinfelden;EDU/EVP;2000;;EDU;männlich
2016;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Romanshorn;Weinfelden;EDU/EVP;2000;;EDU;männlich
2009;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Bischofszell;EVP/EDU;2000;1959;EDU;männlich
2010;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Bischofszell;EVP/EDU;2000;1959;EDU;männlich
2011;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Bischofszell;EVP/EDU;2000;1959;EDU;männlich
2012;Wittwer;Daniel;dipl. Financial Consultant NDS FH;Sitterdorf;Bischofszell;EVP/EDU;2000;1959;EDU;männlich
2008;Wohlfender-Oertig;Edith;Geschäftsleiterin;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2009;Wohlfender-Oertig;Edith;Geschäftsleiterin;Kreuzlingen;Kreuzlingen;SP;2007;1960;SP;weiblich
2010;Wohlfender-Oertig;Edith;Geschäftsleiterin;Kreuzlingen;Kreuzlingen;SP;2007;1960;SP;weiblich
2011;Wohlfender-Oertig;Edith;Geschäftsleiterin;Kreuzlingen;Kreuzlingen;SP;2007;1960;SP;weiblich
2012;Wohlfender-Oertig;Edith;Geschäftsleiterin;Kreuzlingen;Kreuzlingen;SP;2007;1960;SP;weiblich
2013;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2014;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2015;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2016;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2017;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2018;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2019;Wohlfender-Oertig;Edith;Geschäftsleiterin,Master in Management of Social Services MASFHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2020;Wohlfender-Oertig;Edith;Geschäftsleiterin,Management of Social Services MAS FHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2021;Wohlfender-Oertig;Edith;Geschäftsleiterin,Management of Social Services MAS FHO;Kreuzlingen;Kreuzlingen;SP;2007;;SP;weiblich
2019;Wolfer;Simon;Dr. iur., Rechtsanwalt;Weinfelden;Weinfelden;CVP/EVP;2018;;CVP;männlich
2020;Wolfer;Simon;Dr. iur., Rechtsanwalt;Weinfelden;Weinfelden;CVP/EVP;2018;;CVP;männlich
2021;Wolfer;Simon;Dr. iur., Rechtsanwalt;Weinfelden;Weinfelden;CVP/EVP;2018;;CVP;männlich
2010;Wüger;Sara;lic. iur.;Hüttwilen;Steckborn;GP;2009;1974;GP;weiblich
2011;Wüger;Sara;lic. iur.;Hüttwilen;Steckborn;GP;2009;1974;GP;weiblich
2012;Wüger;Sara;lic. iur.;Hüttwilen;Steckborn;GP;2009;1974;GP;weiblich
2013;Wulf;Anina;Primarlehrerin;Scherzingen;Kreuzlingen;SP;2012;;SP;weiblich
2013;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU/EVP;2012;;EDU;männlich
2014;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU/EVP;2012;;EDU;männlich
2015;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU/EVP;2012;;EDU;männlich
2016;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU/EVP;2012;;EDU;männlich
2017;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU;2012;;EDU;männlich
2018;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU;2012;;EDU;männlich
2019;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU;2012;;EDU;männlich
2020;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU;2012;;EDU;männlich
2021;Wüst-Singer;Iwan;Betriebsökonom BVS;Tuttwil;Münchwilen;EDU;2012;;EDU;männlich
2020;Wyss;Roland;Bauleiter, Hochbautechniker TS;Frauenfeld;Frauenfeld;CVP/EVP;2019;;EVP;männlich
